이름|이름(eng)|년도|img|점수(bl)|점수(user)|분류|테마|진행방식|bggcode|최소인원|최대인원|시간|최소시간|최대시간|연령|난이도
픽셀 택틱스|Pixel Tactics|2012|wys2/swf_upload/2022/01/16/1642340371738997_lg_N_80x80_100_5_.jpg|6.845|7.34|Strategy Games|Card Game,Fantasy,Fighting,Video Game Theme|Hand Management,Open Drafting,Variable Player Powers|125548|2|2|30|30|30|12|2.6119
다섯 반지의 전설: 카드 게임|Legend of the Five Rings: The Card Game|2017|wys2/swf_upload/2022/01/16/1642340406139530_lg_N_80x80_100_5_.jpg|6.843|8.66|Customizable Games|Card Game,Collectible Components,Fantasy|Action Points,Deck Construction,Hand Management,Secret Unit Deployment,Simultaneous Action Selection,Variable Player Powers|184151|2|2|90|45|90|14|4.0083
내 마음의 주파수|Wavelength|2019|data/boardgame_strategy/2021/02/18/1613639480-28137_N_80x80_100_5_.jpg|6.848|7.28|Party Games|Party Game|Cooperative Game,Race,Targeted Clues,Team-Based Game|262543|2|12|45|30|45|14|1.1206
반지의 제왕|The Lord of the Rings|2000|wys2/swf_upload/2022/01/16/1642340491835465_lg_N_80x80_100_5_.jpg|6.847|7.61|Thematic Games|Adventure,Fantasy,Novel-based|Cooperative Game,Dice Rolling,Hand Management,Set Collection,Variable Player Powers|823|2|5|90|60|90|12|2.5645
소드 앤 소서리|Sword & Sorcery|2017|wys2/swf_upload/2022/01/16/1642340525138968_lg_N_80x80_100_5_.jpg|6.843|8.96|Thematic Games|Adventure,Fantasy,Fighting,Miniatures|Action Points,Area Movement,Cooperative Game,Dice Rolling,Modular Board,Role Playing,Solo / Solitaire Game,Variable Player Powers|170771|1|5|90|60|90|12|4.0749
패스파인더 어드벤처 카드 게임: 해골과 족쇄 - 기본 셋|Pathfinder Adventure Card Game: Skull & Shackles – Base Set|2014|wys2/swf_upload/2022/01/16/1642340565111536_lg_N_80x80_100_5_.jpg|6.843|8.69|Thematic Games|Card Game,Fantasy,Fighting,Pirates|Cooperative Game,Deck, Bag, and Pool Building,Dice Rolling,Move Through Deck,Role Playing,Scenario / Mission / Campaign Game,Variable Player Powers|151007|1|4|90|90|90|13|2.9239
킹스부르크|Kingsburg|2007|wys2/swf_upload/2022/01/16/1642340596175452_lg_N_80x80_100_5_.jpg|6.824|7.51|Strategy Games|City Building,Dice,Fantasy,Medieval|Dice Rolling,Worker Placement with Dice Workers|27162|2|5|90|90|90|13|2.4252
로얄 터프|Winner's Circle|2001|wys2/swf_upload/2022/01/16/1642340787424154_lg_N_80x80_100_5_.jpg|6.848|7.33|Family Games|Animals,Racing,Sports|Betting and Bluffing,Roll / Spin and Move|1382|2|6|60|45|60|10|1.6067
딕싯 : 여행|Dixit: Journey|2012|wys2/swf_upload/2022/01/16/164234082946762_lg_N_80x80_100_5_.jpg|6.850|7.68|Party Games|Card Game,Humor,Party Game|Acting,Simultaneous Action Selection,Storytelling,Targeted Clues,Voting|121288|3|6|30|30|30|8|1.2615
블러드 바운드|Blood Bound|2013|wys2/swf_upload/2022/01/16/1642340861523195_lg_N_80x80_100_5_.jpg|6.829|7.02|Party Games|Bluffing,Deduction,Fantasy,Horror,Negotiation,Party Game|Role Playing,Team-Based Game,Variable Player Powers|130877|6|12|30|30|30|14|1.6615
다시 한 번!|Encore!|2016|wys2/swf_upload/2022/01/16/1642340895261384_lg_N_80x80_100_5_.jpg|6.845|7.46|Family Games|Dice|Dice Rolling,Paper-and-Pencil,Solo / Solitaire Game|206931|1|6|20|20|20|8|1.1707
산업의 시대|Age of Industry|2010|wys2/swf_upload/2022/01/16/1642340950096730_lg_N_80x80_100_5_.jpg|6.844|8.50|Strategy Games|Economic,Industry / Manufacturing,Transportation|Hand Management,Loans,Market,Network and Route Building,Open Drafting|65901|2|5|120|120|120|13|3.3672
스페이스 얼럿|Space Alert|2008|wys2/swf_upload/2022/01/16/1642340984995973_lg_N_80x80_100_5_.jpg|6.841|7.65|Thematic Games|Electronic,Real-time,Science Fiction,Space Exploration|Action Queue,Area Movement,Cooperative Game,Elapsed Real Time Ending,Hand Management,Real-Time,Simultaneous Action Selection,Solo / Solitaire Game|38453|1|5|30|30|30|12|2.9675
더 그레이트 짐바브웨|The Great Zimbabwe|2012|wys2/swf_upload/2022/01/16/1642341027696440_lg_N_80x80_100_5_.jpg|6.833|7.71|Strategy Games|Civilization,Economic,Industry / Manufacturing,Prehistoric,Transportation|Auction/Bidding,Mancala,Modular Board,Network and Route Building,Open Drafting,Tile Placement,Variable Player Powers,Variable Set-up|111341|2|5|150|90|150|14|3.6797
마라케시|Marrakech|2007|data/boardgame_strategy/2021/01/29/1611915461-592872_N_80x80_100_5_.jpg|6.838|6.93|Family Games|Arabian|Area Majority / Influence,Roll / Spin and Move,Tile Placement|29223|2|4|30|30|30|6|1.3553
액시스 앤 얼라이즈: 유럽|Axis & Allies: Europe|1999|wys2/swf_upload/2022/01/16/1642341068564771_lg_N_80x80_100_5_.jpg|6.846|7.71|Wargames|Wargame,World War II|Area Majority / Influence,Area Movement,Dice Rolling,Team-Based Game|520|2|4|210|210|210|12|2.8396
오 마이 굿즈!|Oh My Goods!|2015|wys2/swf_upload/2022/01/31/1643613834082590_lg_N_80x80_100_5_.png|6.843|7.30|Strategy Games|Card Game,Economic,Medieval|Action Queue,Hand Management,Push Your Luck,Set Collection|183840|2|4|30|30|30|10|2.305
크라이시스|Crisis|2016|wys2/swf_upload/2022/01/16/1642341128316233_lg_N_80x80_100_5_.jpg|6.844|7.52|Strategy Games|Economic,Industry / Manufacturing,Political|Commodity Speculation,Worker Placement|128721|1|5|120|45|120|14|3.0633
애쉬: 라이즈 오브 피닉스본|Ashes Reborn: Rise of the Phoenixborn|2015|wys2/swf_upload/2022/01/16/1642341252831375_lg_N_80x80_100_5_.png|6.841|8.24|Customizable Games|Card Game,Dice,Fantasy,Fighting|Closed Drafting,Deck Construction,Dice Rolling,Die Icon Resolution,Hand Management,Interrupts,Variable Player Powers|167400|2|4|120|30|120|14|2.9029
퀸도미노|Queendomino|2017|data/boardgame_strategy/2021/03/18/1616023830-449788_N_80x80_100_5_.jpg|6.838|7.06|Family Games|City Building,Fantasy,Medieval,Territory Building|Enclosure,Open Drafting,Tile Placement,Variable Phase Order|232043|2|4|25|25|25|8|2.064
던전스 앤 드래곤즈 : 드리즈트의 전설 보드게임|Dungeons & Dragons: The Legend of Drizzt Board Game|2011|wys2/swf_upload/2022/01/16/164234133367302_lg_N_80x80_100_5_.jpg|6.840|7.96|Thematic Games|Adventure,Exploration,Fantasy,Fighting,Miniatures,Novel-based|Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing,Solo / Solitaire Game,Variable Player Powers|91872|1|5|60|60|60|12|2.585
리프|Reef|2018|wys2/swf_upload/2022/01/16/1642341380182523_lg_N_80x80_100_5_.png|6.843|7.26|Family Games|Abstract Strategy,Animals|Hand Management,Pattern Building|244228|2|4|45|30|45|8|1.8176
어센션: 이어 원 컬렉터즈 에디션|Ascension: Year One Collector's Edition|2014|wys2/swf_upload/2022/01/16/1642342005491543_lg_N_80x80_100_5_.jpg|6.843|8.97|Customizable Games|Card Game,Fantasy|Deck, Bag, and Pool Building,Hand Management,Open Drafting|158976|1|6|30|30|30|13|2.3333
드래곤 캐슬|Dragon Castle|2017|data/boardgame_strategy/2021/02/09/1612857692-641462_N_80x80_100_5_.jpg|6.839|7.13|Abstract Strategy Games|Abstract Strategy|End Game Bonuses,Layering,Open Drafting,Pattern Building,Pattern Recognition,Tile Placement,Variable Player Powers,Variable Set-up|232219|1|4|45|30|45|8|1.9685
자금성 디럭스 에디션|Gùgōng: Deluxe Big Box|2020|data/boardgame_strategy_reg/2018/11/30/1543546500-392135_N_80x80_100_5_.jpg|6.841|7.51|Strategy Games|Civilization,Medieval,Travel|Hand Management,Point to Point Movement,Set Collection,Turn Order: Claim Action,Worker Placement|319196|1|5|150|30|150|12|3.6364
세계의 역사|History of the World|1991|wys2/swf_upload/2022/01/16/1642342059535599_lg_N_80x80_100_5_.jpg|6.842|8.10|Strategy Games|Civilization,Ancient,Medieval,Napoleonic,Renaissance,Wargame|Area Majority / Influence,Dice Rolling,Hand Management|224|3|6|270|135|270|12|2.7661
고스트 스토리즈|Ghost Stories|2008|wys2/swf_upload/2022/01/16/164234209218587_lg_N_80x80_100_5_.jpg|6.839|7.65|Strategy Games|Fantasy,Fighting,Horror,Mythology|Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Move Through Deck,Solo / Solitaire Game,Variable Player Powers|37046|1|4|60|60|60|12|2.9034
이노베이션|Innovation|2012|wys2/swf_upload/2022/01/17/1642351835563062_lg_N_80x80_100_5_.jpg|6.840|7.94|Strategy Games|Card Game,Civilization|Advantage Token,Hand Management,Layering,Melding and Splaying,Take That,Tech Trees / Tech Tracks,Variable Phase Order|63888|2|4|60|45|60|12|2.758
슈티헤른|Stick 'Em|1993|wys2/swf_upload/2022/01/16/1642342194492440_lg_N_80x80_100_5_.jpg|6.838|7.37|Strategy Games|Card Game|Hand Management,Trick-taking|354|3|8|60|30|60|10|1.9203
에볼루션 스몰 박스 에디션|Evolution|2014|wys2/swf_upload/2022/01/16/1642342240414022_lg_N_80x80_100_5_.jpg|6.837|7.71|Strategy Games|Animals,Card Game,Educational,Environmental,Fighting,Prehistoric,Print & Play|Action Points,Hand Management,Push Your Luck,Secret Unit Deployment,Simulation,Simultaneous Action Selection,Take That|155703|2|6|60|60|60|12|2.4296
쿠바|Cuba|2007|wys2/swf_upload/2022/04/16/1650037266338579_lg_N_80x80_100_5_.jpg|6.837|7.19|Strategy Games|Economic,Farming|Auction/Bidding,Hand Management,Market,Variable Phase Order,Voting|30380|2|5|120|75|120|10|3.2609
매시브 다크니스|Massive Darkness|2017|wys2/swf_upload/2022/01/16/1642342356016942_lg_N_80x80_100_5_.jpg|6.831|9.03|Thematic Games|Adventure,Exploration,Fantasy,Fighting,Miniatures|Action Points,Cooperative Game,Dice Rolling,Hand Management,Modular Board,Variable Player Powers|197070|1|6|120|120|120|14|2.5407
드림 팩토리|Nightmare Productions|2000|wys2/swf_upload/2022/01/16/1642342385715025_lg_N_80x80_100_5_.jpg|6.832|7.40|Family Games|Movies / TV / Radio theme|Auction/Bidding,Closed Economy Auction,Set Collection|904|2|5|60|60|60|10|2.1057
스시고 파티!|Sushi Go Party!|2016|wys2/swf_upload/2022/01/16/1642342441776638_lg_N_80x80_100_5_.jpg|6.828|7.03|Family Games|Card Game,Party Game|Closed Drafting,End Game Bonuses,Hand Management,Set Collection,Simultaneous Action Selection|192291|2|8|20|20|20|8|1.3026
키친 러시|Kitchen Rush|2017|data/boardgame_strategy/2021/03/09/1615276483-449041_N_80x80_100_5_.jpg|6.825|7.33|Family Games|Real-time|Action Timer,Cooperative Game,Real-Time,Simulation,Worker Placement|223953|1|4|45|30|45|12|2.2254
스펙터 옵스|Specter Ops|2015|data/boardgame_strategy/2021/02/16/1613461715-771901_N_80x80_100_5_.png|6.835|7.57|Strategy Games|Deduction,Fighting,Miniatures,Science Fiction,Spies/Secret Agents|Dice Rolling,Grid Movement,Hidden Movement,Movement Points,Once-Per-Game Abilities,Secret Unit Deployment,Square Grid,Team-Based Game,Variable Player Powers|155624|2|5|120|60|120|13|2.3851
벰파이어 퀸|Vampire Queen|2016|wys2/swf_upload/2022/01/16/164234252926446_lg_N_80x80_100_5_.png|6.836|7.20|Family Games|Card Game|Ladder Climbing,Trick-taking|191073|3|12|30|30|30|8|1.1429
크라프트바겐|Kraftwagen|2015|wys2/swf_upload/2022/01/16/16423425651439_lg_N_80x80_100_5_.jpg|6.835|7.54|Strategy Games|Economic,Industry / Manufacturing|Rondel,Set Collection,Time Track,Worker Placement|171879|2|4|75|75|75|10|2.8482
처녀 여왕|Virgin Queen|2012|wys2/swf_upload/2022/01/16/164234259656191_lg_N_80x80_100_5_.jpg|6.814|8.92|Wargames|Negotiation,Pike and Shot,Political,Religious,Renaissance,Wargame|Campaign / Battle Card Driven,Dice Rolling,Point to Point Movement,Simulation,Variable Phase Order,Variable Player Powers|41066|2|6|420|420|420|12|4.4211
줄로레또|Zooloretto|2007|data/boardgame_strategy/2021/02/17/1613554427-483192_N_80x80_100_5_.jpg|6.831|7.06|Family Games|Animals|Set Collection,Tile Placement|27588|2|5|45|45|45|8|1.8601
라 보카|La Boca|2013|data/boardgame_strategy/2021/02/18/1613637725-515016_N_80x80_100_5_.jpg|6.830|7.18|Family Games|Abstract Strategy,Electronic|Pattern Building,Real-Time,Square Grid|136280|3|6|40|40|40|8|1.3626
윙스팬: 유럽 확장|Wingspan: European Expansion|2019|wys2/swf_upload/2022/01/16/1642342786489120_lg_N_80x80_100_5_.jpg|6.835|7.80|Strategy Games|Expansion for Base-game,Animals,Economic,Educational|Dice Rolling,End Game Bonuses,Hand Management,Open Drafting,Set Collection|290448|1|5|70|40|70|10|2.4114
니어 앤 파|Near and Far|2016|wys2/swf_upload/2022/02/01/1643698353272935_lg_N_80x80_100_5_.jpg|6.818|7.86|Thematic Games|Adventure,Exploration|Dice Rolling,Narrative Choice / Paragraph,Network and Route Building,Open Drafting,Scenario / Mission / Campaign Game,Set Collection,Storytelling,Variable Player Powers,Worker Placement|195421|2|4|120|90|120|13|2.8696
하타리|In a Grove|2011|wys2/swf_upload/2022/01/16/1642342839516263_lg_N_80x80_100_5_.png|6.833|7.16|Abstract Strategy Games|Bluffing,Deduction,Murder/Mystery|Memory|102181|2|5|20|20|20|9|1.4634
블러드 보울: 팀 매니저 - 카드게임|Blood Bowl: Team Manager – The Card Game|2011|wys2/swf_upload/2022/01/16/164234294373111_lg_N_80x80_100_5_.jpg|6.827|7.79|Thematic Games|Card Game,Fantasy,Fighting,Sports|Area Majority / Influence,Deck, Bag, and Pool Building,Dice Rolling,Hand Management,Open Drafting|90137|2|4|120|60|120|14|2.3339
젝스님트 25주년 기념판|6 nimmt! 25 Jahre|2019|wys2/swf_upload/2022/01/16/1642342988748212_lg_N_80x80_100_5_.jpg|6.836|7.68|Family Games|Card Game,Number|Hand Management|268586|2|10|45|45|45|8|1.3125
센추리: 동방의 바다|Century: Eastern Wonders|2018|wys2/swf_upload/2022/01/16/1642343033536439_lg_N_80x80_100_5_.jpg|6.819|6.91|Family Games|Nautical|Action Retrieval,Contracts,Grid Movement,Modular Board,Pick-up and Deliver,Set Collection|242574|2|4|45|30|45|8|2.1138
카라라의 궁전|The Palaces of Carrara|2012|wys2/swf_upload/2022/01/16/1642343083355089_lg_N_80x80_100_5_.jpg|6.830|7.55|Strategy Games|City Building,Economic,Renaissance|Set Collection,Tile Placement|129948|2|4|60|60|60|10|2.6109
하이브|Hive|2001|wys2/swf_upload/2022/01/16/1642343116637235_lg_N_80x80_100_5_.jpg|6.828|7.12|Abstract Strategy Games|Abstract Strategy,Animals|Enclosure,Grid Movement,Hexagon Grid,Pieces as Map,Score-and-Reset Game,Slide/Push,Three Dimensional Movement,Tile Placement|2655|2|2|20|20|20|9|2.323
쇼텐토텐|Schotten Totten|1999|wys2/swf_upload/2022/04/23/1650647368971299_lg_N_80x80_100_5_.jpg|6.835|7.36|Family Games|Card Game|Card Play Conflict Resolution,Hand Management,Melding and Splaying,Set Collection|372|2|2|20|20|20|8|1.715
울름|Ulm|2016|wys2/swf_upload/2022/01/16/1642343200715036_lg_N_80x80_100_5_.jpg|6.830|7.45|Strategy Games|Medieval,Renaissance|Area Majority / Influence,Bias,Set Collection,Slide/Push,Victory Points as a Resource|191876|2|4|75|45|75|10|2.6979
포비든 스타즈|Forbidden Stars|2015|wys2/swf_upload/2022/01/16/1642343278424791_lg_N_80x80_100_5_.jpg|6.829|8.44|Strategy Games|Bluffing,Fighting,Miniatures,Science Fiction,Wargame|Area Majority / Influence,Area Movement,Card Play Conflict Resolution,Dice Rolling,Hand Management,Modular Board,Order Counters,Variable Player Powers|175155|2|4|180|120|180|14|3.8254
로스트 시티 : 더 보드 게임|Lost Cities: The Board Game|2008|wys2/swf_upload/2022/01/16/1642343326976536_lg_N_80x80_100_5_.jpg|6.833|7.53|Family Games|Adventure,Exploration|Hand Management,Open Drafting,Set Collection|42487|2|4|60|30|60|8|1.7231
시트러스|Citrus|2013|wys2/swf_upload/2022/01/16/1642343361686549_lg_N_80x80_100_5_.jpg|6.822|7.38|Strategy Games|Economic,Farming,Territory Building|Enclosure,Tile Placement|145588|2|5|60|60|60|10|2.5088
바스코 다 가마|Vasco da Gama|2009|wys2/swf_upload/2022/01/16/1642343389877050_lg_N_80x80_100_5_.jpg|6.831|7.71|Strategy Games|Nautical,Renaissance|Push Your Luck,Tile Placement,Turn Order: Claim Action,Worker Placement|41002|2|4|120|60|120|12|3.2347
카탄의 개척자: 15주년 기념판|The Settlers of Catan|2008|wys2/swf_upload/2022/01/16/1642343539931399_lg_N_80x80_100_5_.jpg|6.834|8.46|Family Games|Civilization,Negotiation||152959|3|6|75|60|75|10|2.4
잘그락 왕국|King's Pouch|2012|wys2/swf_upload/2022/01/16/16423435807953_lg_N_80x80_100_5_.jpg|6.824|7.24|Wargames|City Building,Medieval,Territory Building|Area Majority / Influence,Deck, Bag, and Pool Building,Worker Placement|164205|2|4|60|60|60|10|2.7857
타코 캣 고트 치즈 피자|Taco Cat Goat Cheese Pizza|2018|wys2/swf_upload/2022/02/16/164494247664819_lg_N_80x80_100_5_.jpg|6.833|7.19|Party Games|Card Game,Children's Game,Party Game,Real-time|Pattern Recognition|253664|2|8|30|10|30|8|1.0253
원 덱 던전|One Deck Dungeon|2016|wys2/swf_upload/2022/01/16/1642343668976884_lg_N_80x80_100_5_.jpg|6.820|7.59|Thematic Games|Card Game,Dice,Fantasy,Print & Play|Cooperative Game,Deck, Bag, and Pool Building,Dice Rolling,Melding and Splaying,Move Through Deck,Solo / Solitaire Game,Stat Check Resolution,Variable Player Powers|179275|1|2|45|30|45|14|2.0469
아젠트: 더 컨소시엄|Argent: The Consortium|2015|wys2/swf_upload/2022/01/16/1642343698966417_lg_N_80x80_100_5_.jpg|6.827|8.47|Strategy Games|Fantasy,Political|Area Majority / Influence,Modular Board,Take That,Variable Player Powers,Worker Placement,Worker Placement, Different Worker Types|144797|2|5|150|60|150|10|3.798
카운슬 오브 포|Council of 4|2015|wys2/swf_upload/2022/01/16/1642343745341750_lg_N_80x80_100_5_.png|6.827|7.35|Strategy Games|Economic|Hand Management,Network and Route Building,Point to Point Movement|173101|2|4|75|40|75|10|2.5909
키세드랄|Keythedral|2002|wys2/swf_upload/2022/01/16/1642343787554164_lg_N_80x80_100_5_.jpg|6.828|7.99|Strategy Games|City Building,Medieval|Auction/Bidding,Modular Board,Set Collection,Tile Placement,Worker Placement|4099|2|5|90|60|90|8|2.856
스파이폴|Spyfall|2014|wys2/swf_upload/2022/01/16/1642343842483066_lg_N_80x80_100_5_.jpg|6.816|6.93|Party Games|Bluffing,Deduction,Humor,Party Game,Spies/Secret Agents|Acting,Communication Limits,Memory,Role Playing,Roles with Asymmetric Information,Targeted Clues,Traitor Game,Voting|166384|3|8|15|15|15|13|1.2359
시카고 익스프레스|Chicago Express|2007|wys2/swf_upload/2022/01/16/164226859053454_lg_N_80x80_100_5_.jpg|6.828|7.55|Strategy Games|Economic,Post-Napoleonic,Trains,Transportation|Auction/Bidding,Auction: Turn Order Until Pass,Investment,Network and Route Building,Ownership,Stock Holding|31730|2|6|60|60|60|12|2.7807
보석과 부|Edel, Stein & Reich|2003|wys2/swf_upload/2022/01/16/1642343879936731_lg_N_80x80_100_5_.jpg|6.831|7.67|Strategy Games|Bluffing,Card Game,Negotiation|Set Collection,Simultaneous Action Selection|5781|3|5|60|60|60|9|2.0739
하나비 디럭스(독어판)|Hanabi|2013|wys2/swf_upload/2022/01/16/1642343936564107_lg_N_80x80_100_5_.jpg|6.829|8.24|Family Games|Card Game,Deduction,Memory|Communication Limits,Cooperative Game,Hand Management,Memory,Set Collection|98778|2|5|25|25|25|8|1.6936
유포리아|Euphoria: Build a Better Dystopia|2013|wys2/swf_upload/2022/01/16/1642343976615878_lg_N_80x80_100_5_.png|6.786|7.42|Strategy Games|Science Fiction|Dice Rolling,Hand Management,Race,Set Collection,Variable Player Powers,Worker Placement,Worker Placement with Dice Workers|133848|2|6|60|60|60|13|3.1184
길드홀|Guildhall|2012|wys2/swf_upload/2022/01/16/1642344015562504_lg_N_80x80_100_5_.jpg|6.813|7.02|Strategy Games|Card Game,Medieval|Hand Management,Set Collection,Take That|132372|2|4|45|30|45|10|2.0685
리프트 오프|Lift Off|2018|wys2/swf_upload/2022/01/16/1642344083831895_lg_N_80x80_100_5_.png|6.824|7.39|Strategy Games|Industry / Manufacturing,Space Exploration|Open Drafting,Set Collection|260757|2|4|120|60|120|12|2.8056
커피 로스터|Coffee Roaster|2019|wys2/swf_upload/2022/01/16/1642344134852860_lg_N_80x80_100_5_.jpg|6.827|7.52|Strategy Games|Industry / Manufacturing|Deck, Bag, and Pool Building,Memory,Once-Per-Game Abilities,Push Your Luck,Solo / Solitaire Game,Variable Set-up|196526|1|1|30|10|30|12|2.1279
